plot,habitat,species code,mptype,number,percent.cov
6,aspen,OSMCHI,wholeplot,1,2.5
9,aspen,OSMCHI,microplot,6,2.5
9,aspen,OSMCHI,microplot,10,2.5
9,aspen,OSMCHI,wholeplot,1,2.5
10,aspen,OSMCHI,microplot,1,2.5
10,aspen,OSMCHI,microplot,2,14.5
10,aspen,OSMCHI,microplot,6,2.5
10,aspen,OSMCHI,microplot,7,2.5
10,aspen,OSMCHI,microplot,10,2.5
10,aspen,OSMCHI,subplot,1,2.5
10,aspen,OSMCHI,midplot,1,2.5
10,aspen,OSMCHI,wholeplot,1,2.5
11,aspen,OSMCHI,microplot,2,2.5
11,aspen,OSMCHI,microplot,4,14.5
11,aspen,OSMCHI,microplot,8,2.5
11,aspen,OSMCHI,microplot,9,14.5
11,aspen,OSMCHI,subplot,2,2.5
11,aspen,OSMCHI,midplot,1,2.5
11,aspen,OSMCHI,wholeplot,1,2.5
14,aspen,OSMCHI,wholeplot,1,2.5
24,aspen,OSMCHI,microplot,1,2.5
24,aspen,OSMCHI,subplot,1,2.5
24,aspen,OSMCHI,subplot,2,2.5
24,aspen,OSMCHI,midplot,1,2.5
24,aspen,OSMCHI,wholeplot,1,2.5
45,aspen,OSMCHI,wholeplot,1,2.5
47,aspen,OSMCHI,microplot,2,14.5
47,aspen,OSMCHI,microplot,3,2.5
47,aspen,OSMCHI,microplot,4,14.5
47,aspen,OSMCHI,microplot,5,2.5
47,aspen,OSMCHI,microplot,6,14.5
47,aspen,OSMCHI,microplot,7,14.5
47,aspen,OSMCHI,microplot,8,2.5
47,aspen,OSMCHI,microplot,9,14.5
47,aspen,OSMCHI,microplot,10,2.5
47,aspen,OSMCHI,subplot,1,2.5
47,aspen,OSMCHI,wholeplot,1,2.5
49,aspen,OSMCHI,wholeplot,1,2.5
60,aspen,OSMCHI,microplot,8,2.5
60,aspen,OSMCHI,wholeplot,1,2.5
60,aspen,OSMCHI,midplot,1,2.5
65,aspen,OSMCHI,midplot,1,2.5
65,aspen,OSMCHI,wholeplot,1,2.5
80,aspen,OSMCHI,wholeplot,1,2.5
18,aspen,PENPRO,wholeplot,1,2.5
32,aspen,PENPRO,wholeplot,1,2.5
62,aspen,PENPRO,subplot,1,2.5
62,aspen,PENPRO,wholeplot,1,2.5
82,aspen,PENPRO,wholeplot,1,2.5
11,aspen,PETSAG,microplot,10,14.5
11,aspen,PETSAG,wholeplot,1,2.5
60,aspen,PETSAG,wholeplot,1,2.5
2,aspen,PHLPRA,wholeplot,1,2.5
5,aspen,PHLPRA,subplot,2,2.5
5,aspen,PHLPRA,wholeplot,1,2.5
24,aspen,PHLPRA,wholeplot,1,2.5
47,aspen,PHLPRA,wholeplot,1,2.5
50,aspen,PHLPRA,wholeplot,1,2.5
60,aspen,PHLPRA,microplot,5,37.5
60,aspen,PHLPRA,midplot,1,2.5
60,aspen,PHLPRA,wholeplot,1,2.5
65,aspen,PHLPRA,wholeplot,1,2.5
80,aspen,PHLPRA,microplot,1,37.5
80,aspen,PHLPRA,wholeplot,1,2.5
81,aspen,PHLPRA,microplot,7,2.5
81,aspen,PHLPRA,microplot,8,14.5
81,aspen,PHLPRA,midplot,1,2.5
81,aspen,PHLPRA,wholeplot,1,2.5
49,aspen,PLAMAJ,wholeplot,1,2.5
50,aspen,POAMAR,wholeplot,1,2.5
1,aspen,POAPRA,microplot,1,2.5
1,aspen,POAPRA,microplot,4,2.5
1,aspen,POAPRA,microplot,5,2.5
1,aspen,POAPRA,microplot,6,2.5
1,aspen,POAPRA,microplot,9,2.5
1,aspen,POAPRA,subplot,1,2.5
1,aspen,POAPRA,midplot,1,2.5
1,aspen,POAPRA,wholeplot,1,2.5
2,aspen,POAPRA,subplot,2,2.5
2,aspen,POAPRA,wholeplot,1,2.5
4,aspen,POAPRA,microplot,2,2.5
4,aspen,POAPRA,microplot,3,2.5
4,aspen,POAPRA,microplot,5,2.5
4,aspen,POAPRA,subplot,2,2.5
4,aspen,POAPRA,wholeplot,1,2.5
5,aspen,POAPRA,microplot,1,2.5
5,aspen,POAPRA,microplot,2,2.5
5,aspen,POAPRA,microplot,3,2.5
5,aspen,POAPRA,microplot,4,14.5
5,aspen,POAPRA,microplot,5,62.5
5,aspen,POAPRA,microplot,6,85
5,aspen,POAPRA,microplot,7,2.5
5,aspen,POAPRA,microplot,9,37.5
5,aspen,POAPRA,microplot,10,2.5
5,aspen,POAPRA,subplot,1,2.5
5,aspen,POAPRA,subplot,2,2.5
5,aspen,POAPRA,midplot,1,2.5
5,aspen,POAPRA,wholeplot,1,2.5
6,aspen,POAPRA,microplot,1,37.5
6,aspen,POAPRA,microplot,2,14.5
6,aspen,POAPRA,microplot,3,14.5
6,aspen,POAPRA,microplot,4,37.5
6,aspen,POAPRA,microplot,5,14.5
6,aspen,POAPRA,microplot,6,14.5
6,aspen,POAPRA,microplot,7,37.5
6,aspen,POAPRA,microplot,8,14.5
6,aspen,POAPRA,microplot,9,14.5
6,aspen,POAPRA,microplot,10,2.5
6,aspen,POAPRA,subplot,1,2.5
6,aspen,POAPRA,subplot,2,2.5
6,aspen,POAPRA,midplot,1,2.5
6,aspen,POAPRA,wholeplot,1,2.5
7,aspen,POAPRA,microplot,1,14.5
7,aspen,POAPRA,microplot,2,2.5
7,aspen,POAPRA,microplot,3,14.5
7,aspen,POAPRA,microplot,4,37.5
7,aspen,POAPRA,microplot,5,14.5
7,aspen,POAPRA,microplot,6,14.5
7,aspen,POAPRA,microplot,7,37.5
7,aspen,POAPRA,microplot,8,14.5
7,aspen,POAPRA,microplot,9,14.5
7,aspen,POAPRA,microplot,10,37.5
7,aspen,POAPRA,subplot,1,2.5
7,aspen,POAPRA,subplot,2,2.5
7,aspen,POAPRA,midplot,1,2.5
7,aspen,POAPRA,wholeplot,1,2.5
9,aspen,POAPRA,microplot,1,14.5
9,aspen,POAPRA,microplot,2,14.5
9,aspen,POAPRA,microplot,3,37.5
9,aspen,POAPRA,microplot,4,14.5
9,aspen,POAPRA,microplot,5,2.5
9,aspen,POAPRA,microplot,7,14.5
9,aspen,POAPRA,microplot,8,14.5
9,aspen,POAPRA,microplot,9,14.5
9,aspen,POAPRA,microplot,10,2.5
9,aspen,POAPRA,subplot,1,2.5
9,aspen,POAPRA,subplot,2,2.5
9,aspen,POAPRA,midplot,1,2.5
9,aspen,POAPRA,wholeplot,1,2.5
10,aspen,POAPRA,microplot,2,37.5
10,aspen,POAPRA,microplot,4,37.5
10,aspen,POAPRA,microplot,5,14.5
10,aspen,POAPRA,microplot,6,2.5
10,aspen,POAPRA,microplot,9,37.5
10,aspen,POAPRA,microplot,10,2.5
10,aspen,POAPRA,subplot,1,2.5
10,aspen,POAPRA,midplot,1,2.5
10,aspen,POAPRA,wholeplot,1,2.5
11,aspen,POAPRA,microplot,10,2.5
11,aspen,POAPRA,subplot,2,2.5
11,aspen,POAPRA,wholeplot,1,2.5
14,aspen,POAPRA,microplot,1,37.5
14,aspen,POAPRA,microplot,2,37.5
14,aspen,POAPRA,microplot,3,14.5
14,aspen,POAPRA,microplot,4,37.5
14,aspen,POAPRA,microplot,5,2.5
14,aspen,POAPRA,microplot,6,14.5
14,aspen,POAPRA,microplot,8,2.5
14,aspen,POAPRA,microplot,9,2.5
14,aspen,POAPRA,subplot,1,2.5
14,aspen,POAPRA,subplot,2,2.5
14,aspen,POAPRA,wholeplot,1,2.5
18,aspen,POAPRA,microplot,1,62.5
18,aspen,POAPRA,microplot,2,37.5
18,aspen,POAPRA,microplot,3,14.5
18,aspen,POAPRA,microplot,5,2.5
18,aspen,POAPRA,microplot,6,37.5
18,aspen,POAPRA,microplot,7,62.5
18,aspen,POAPRA,microplot,8,14.5
18,aspen,POAPRA,microplot,9,14.5
18,aspen,POAPRA,microplot,10,14.5
18,aspen,POAPRA,subplot,1,2.5
18,aspen,POAPRA,subplot,2,2.5
18,aspen,POAPRA,midplot,1,2.5
18,aspen,POAPRA,wholeplot,1,2.5
24,aspen,POAPRA,microplot,1,37.5
24,aspen,POAPRA,microplot,2,14.5
24,aspen,POAPRA,microplot,3,2.5
24,aspen,POAPRA,microplot,4,2.5
24,aspen,POAPRA,microplot,5,62.5
24,aspen,POAPRA,microplot,6,2.5
24,aspen,POAPRA,microplot,7,37.5
24,aspen,POAPRA,microplot,8,37.5
24,aspen,POAPRA,microplot,9,37.5
24,aspen,POAPRA,microplot,10,62.5
24,aspen,POAPRA,subplot,1,2.5
24,aspen,POAPRA,subplot,2,2.5
24,aspen,POAPRA,midplot,1,2.5
24,aspen,POAPRA,wholeplot,1,2.5
32,aspen,POAPRA,microplot,3,14.5
32,aspen,POAPRA,microplot,1,37.5
32,aspen,POAPRA,microplot,2,2.5
32,aspen,POAPRA,microplot,4,14.5
32,aspen,POAPRA,microplot,6,2.5
32,aspen,POAPRA,microplot,7,2.5
32,aspen,POAPRA,microplot,8,2.5
32,aspen,POAPRA,microplot,9,2.5
32,aspen,POAPRA,microplot,10,2.5
32,aspen,POAPRA,subplot,1,2.5
32,aspen,POAPRA,midplot,1,2.5
32,aspen,POAPRA,wholeplot,1,2.5
45,aspen,POAPRA,microplot,1,2.5
45,aspen,POAPRA,microplot,2,2.5
45,aspen,POAPRA,microplot,3,37.5
45,aspen,POAPRA,microplot,4,2.5
45,aspen,POAPRA,microplot,5,37.5
45,aspen,POAPRA,microplot,6,2.5
45,aspen,POAPRA,microplot,8,37.5
45,aspen,POAPRA,microplot,9,37.5
45,aspen,POAPRA,microplot,10,85
45,aspen,POAPRA,subplot,1,2.5
45,aspen,POAPRA,subplot,2,2.5
45,aspen,POAPRA,midplot,1,2.5
45,aspen,POAPRA,wholeplot,1,2.5
47,aspen,POAPRA,microplot,1,2.5
47,aspen,POAPRA,microplot,2,2.5
47,aspen,POAPRA,microplot,3,14.5
47,aspen,POAPRA,microplot,4,2.5
47,aspen,POAPRA,microplot,,37.5
47,aspen,POAPRA,microplot,6,37.5
47,aspen,POAPRA,microplot,7,14.5
47,aspen,POAPRA,microplot,8,2.5
47,aspen,POAPRA,microplot,9,14.5
47,aspen,POAPRA,microplot,10,14.5
47,aspen,POAPRA,subplot,1,2.5
47,aspen,POAPRA,subplot,2,2.5
47,aspen,POAPRA,wholeplot,1,2.5
49,aspen,POAPRA,microplot,1,37.5
49,aspen,POAPRA,microplot,2,37.5
49,aspen,POAPRA,microplot,3,14.5
49,aspen,POAPRA,microplot,4,62.5
49,aspen,POAPRA,microplot,5,14.5
49,aspen,POAPRA,microplot,7,2.5
49,aspen,POAPRA,microplot,8,2.5
49,aspen,POAPRA,microplot,9,37.5
49,aspen,POAPRA,microplot,10,14.5
49,aspen,POAPRA,subplot,1,2.5
49,aspen,POAPRA,subplot,2,2.5
49,aspen,POAPRA,midplot,1,2.5
49,aspen,POAPRA,wholeplot,1,2.5
50,aspen,POAPRA,microplot,1,37.5
50,aspen,POAPRA,microplot,2,14.5
50,aspen,POAPRA,microplot,3,85
50,aspen,POAPRA,microplot,5,2.5
50,aspen,POAPRA,microplot,6,37.5
50,aspen,POAPRA,microplot,7,2.5
50,aspen,POAPRA,microplot,8,37.5
50,aspen,POAPRA,microplot,9,2.5
50,aspen,POAPRA,subplot,1,2.5
50,aspen,POAPRA,subplot,2,2.5
50,aspen,POAPRA,midplot,1,2.5
50,aspen,POAPRA,wholeplot,1,2.5
51,aspen,POAPRA,microplot,1,2.5
51,aspen,POAPRA,microplot,5,2.5
51,aspen,POAPRA,microplot,6,2.5
51,aspen,POAPRA,microplot,7,2.5
51,aspen,POAPRA,microplot,8,2.5
51,aspen,POAPRA,microplot,9,14.5
51,aspen,POAPRA,microplot,10,14.5
51,aspen,POAPRA,subplot,1,2.5
51,aspen,POAPRA,subplot,2,2.5
51,aspen,POAPRA,midplot,1,2.5
51,aspen,POAPRA,wholeplot,1,2.5
60,aspen,POAPRA,microplot,1,2.5
60,aspen,POAPRA,microplot,2,2.5
60,aspen,POAPRA,microplot,3,14.5
60,aspen,POAPRA,microplot,4,37.5
60,aspen,POAPRA,microplot,6,14.5
60,aspen,POAPRA,microplot,7,62.5
60,aspen,POAPRA,microplot,8,2.5
60,aspen,POAPRA,microplot,9,14.5
60,aspen,POAPRA,microplot,10,14.5
60,aspen,POAPRA,subplot,1,2.5
60,aspen,POAPRA,subplot,2,2.5
60,aspen,POAPRA,midplot,1,2.5
60,aspen,POAPRA,wholeplot,1,2.5
62,aspen,POAPRA,microplot,1,37.5
62,aspen,POAPRA,microplot,2,2.5
62,aspen,POAPRA,microplot,3,2.5
62,aspen,POAPRA,subplot,1,2.5
62,aspen,POAPRA,subplot,2,2.5
62,aspen,POAPRA,midplot,1,2.5
62,aspen,POAPRA,wholeplot,1,2.5
65,aspen,POAPRA,microplot,1,37.5
65,aspen,POAPRA,microplot,2,14.5
65,aspen,POAPRA,microplot,3,2.5
65,aspen,POAPRA,microplot,4,37.5
65,aspen,POAPRA,microplot,5,2.5
65,aspen,POAPRA,microplot,6,14.5
65,aspen,POAPRA,microplot,7,2.5
65,aspen,POAPRA,microplot,8,2.5
65,aspen,POAPRA,microplot,9,2.5
65,aspen,POAPRA,subplot,1,2.5
65,aspen,POAPRA,subplot,2,2.5
65,aspen,POAPRA,midplot,1,2.5
65,aspen,POAPRA,wholeplot,1,2.5
80,aspen,POAPRA,microplot,1,37.5
80,aspen,POAPRA,microplot,2,62.5
80,aspen,POAPRA,microplot,5,2.5
80,aspen,POAPRA,microplot,6,37.5
80,aspen,POAPRA,microplot,7,2.5
80,aspen,POAPRA,microplot,8,2.5
80,aspen,POAPRA,microplot,9,62.5
80,aspen,POAPRA,microplot,10,14.5
80,aspen,POAPRA,subplot,1,2.5
80,aspen,POAPRA,subplot,2,2.5
80,aspen,POAPRA,midplot,1,2.5
80,aspen,POAPRA,wholeplot,1,2.5
81,aspen,POAPRA,microplot,1,37.5
81,aspen,POAPRA,microplot,2,37.5
81,aspen,POAPRA,microplot,3,2.5
81,aspen,POAPRA,microplot,4,2.5
81,aspen,POAPRA,microplot,5,14.5
81,aspen,POAPRA,microplot,6,37.5
81,aspen,POAPRA,microplot,7,37.5
81,aspen,POAPRA,microplot,8,14.5
81,aspen,POAPRA,microplot,9,14.5
81,aspen,POAPRA,subplot,1,2.5
81,aspen,POAPRA,subplot,2,2.5
81,aspen,POAPRA,midplot,1,2.5
81,aspen,POAPRA,wholeplot,1,2.5
82,aspen,POAPRA,microplot,1,37.5
82,aspen,POAPRA,microplot,4,14.5
82,aspen,POAPRA,microplot,5,2.5
82,aspen,POAPRA,microplot,6,2.5
82,aspen,POAPRA,microplot,7,2.5
82,aspen,POAPRA,microplot,8,2.5
82,aspen,POAPRA,microplot,9,2.5
82,aspen,POAPRA,microplot,10,2.5
82,aspen,POAPRA,subplot,1,2.5
82,aspen,POAPRA,subplot,2,2.5
82,aspen,POAPRA,midplot,1,2.5
82,aspen,POAPRA,wholeplot,1,2.5
18,aspen,POASEC,midplot,1,2.5
18,aspen,POASEC,wholeplot,1,2.5
50,aspen,POASEC,wholeplot,1,2.5
81,aspen,POASEC,subplot,2,2.5
81,aspen,POASEC,wholeplot,1,2.5
65,aspen,POLCON,microplot,10,2.5
65,aspen,POLCON,midplot,1,2.5
65,aspen,POLCON,wholeplot,1,2.5
6,aspen,POLDOU,subplot,2,2.5
6,aspen,POLDOU,wholeplot,1,2.5
7,aspen,POLDOU,microplot,5,2.5
7,aspen,POLDOU,wholeplot,1,2.5
49,aspen,POLDOU,microplot,2,2.5
49,aspen,POLDOU,wholeplot,1,2.5
1,aspen,POPTRE,subplot,2,2.5
1,aspen,POPTRE,midplot,1,2.5
1,aspen,POPTRE,wholeplot,1,2.5
1,aspen,POPTRE,,,2.5
2,aspen,POPTRE,subplot,2,2.5
2,aspen,POPTRE,midplot,1,2.5
2,aspen,POPTRE,wholeplot,1,2.5
4,aspen,POPTRE,midplot,1,2.5
4,aspen,POPTRE,wholeplot,1,2.5
5,aspen,POPTRE,microplot,1,2.5
5,aspen,POPTRE,subplot,1,2.5
5,aspen,POPTRE,midplot,1,2.5
5,aspen,POPTRE,wholeplot,1,2.5
6,aspen,POPTRE,microplot,6,14.5
6,aspen,POPTRE,midplot,1,2.5
6,aspen,POPTRE,wholeplot,1,2.5
7,aspen,POPTRE,microplot,2,14.5
7,aspen,POPTRE,subplot,1,2.5
7,aspen,POPTRE,subplot,2,2.5
7,aspen,POPTRE,midplot,1,2.5
7,aspen,POPTRE,wholeplot,1,2.5
9,aspen,POPTRE,microplot,1,2.5
9,aspen,POPTRE,microplot,5,2.5
9,aspen,POPTRE,microplot,9,2.5
9,aspen,POPTRE,subplot,1,2.5
9,aspen,POPTRE,subplot,2,2.5
9,aspen,POPTRE,midplot,1,2.5
9,aspen,POPTRE,wholeplot,1,2.5
10,aspen,POPTRE,subplot,2,2.5
10,aspen,POPTRE,midplot,1,2.5
10,aspen,POPTRE,wholeplot,1,2.5
11,aspen,POPTRE,microplot,6,62.5
11,aspen,POPTRE,subplot,2,2.5
11,aspen,POPTRE,midplot,1,2.5
11,aspen,POPTRE,wholeplot,1,2.5
14,aspen,POPTRE,midplot,1,2.5
14,aspen,POPTRE,wholeplot,1,2.5
18,aspen,POPTRE,subplot,2,2.5
18,aspen,POPTRE,midplot,1,2.5
18,aspen,POPTRE,wholeplot,1,2.5
24,aspen,POPTRE,microplot,1,2.5
24,aspen,POPTRE,microplot,2,2.5
24,aspen,POPTRE,microplot,4,62.5
24,aspen,POPTRE,subplot,1,2.5
24,aspen,POPTRE,wholeplot,1,2.5
24,aspen,POPTRE,midplot,1,2.5
32,aspen,POPTRE,midplot,1,2.5
32,aspen,POPTRE,wholeplot,1,2.5
45,aspen,POPTRE,midplot,1,2.5
45,aspen,POPTRE,wholeplot,1,2.5
47,aspen,POPTRE,microplot,9,97.5
47,aspen,POPTRE,subplot,1,2.5
47,aspen,POPTRE,midplot,1,2.5
47,aspen,POPTRE,wholeplot,1,2.5
49,aspen,POPTRE,microplot,6,2.5
49,aspen,POPTRE,subplot,1,2.5
49,aspen,POPTRE,subplot,2,2.5
49,aspen,POPTRE,midplot,1,2.5
49,aspen,POPTRE,wholeplot,1,2.5
50,aspen,POPTRE,,,0
50,aspen,POPTRE,microplot,9,2.5
50,aspen,POPTRE,microplot,10,2.5
50,aspen,POPTRE,subplot,2,2.5
50,aspen,POPTRE,midplot,1,2.5
50,aspen,POPTRE,wholeplot,1,2.5
51,aspen,POPTRE,subplot,1,2.5
51,aspen,POPTRE,midplot,1,2.5
51,aspen,POPTRE,wholeplot,1,2.5
60,aspen,POPTRE,microplot,1,2.5
60,aspen,POPTRE,subplot,1,2.5
60,aspen,POPTRE,midplot,1,2.5
60,aspen,POPTRE,wholeplot,1,2.5
62,aspen,POPTRE,microplot,9,2.5
62,aspen,POPTRE,subplot,1,2.5
62,aspen,POPTRE,midplot,1,2.5
62,aspen,POPTRE,wholeplot,1,2.5
65,aspen,POPTRE,subplot,1,2.5
65,aspen,POPTRE,midplot,1,2.5
65,aspen,POPTRE,wholeplot,1,2.5
80,aspen,POPTRE,subplot,1,2.5
80,aspen,POPTRE,midplot,1,2.5
80,aspen,POPTRE,wholeplot,1,2.5
82,aspen,POPTRE,subplot,2,2.5
82,aspen,POPTRE,midplot,1,2.5
82,aspen,POPTRE,wholeplot,1,2.5
47,aspen,POTDIV,microplot,10,2.5
47,aspen,POTDIV,wholeplot,1,2.5
50,aspen,POTDIV,wholeplot,1,2.5
45,aspen,POTGLA,microplot,10,2.5
45,aspen,POTGLA,wholeplot,1,2.5
80,aspen,POTGRA,midplot,1,2.5
80,aspen,POTGRA,wholeplot,1,2.5
65,aspen,PROTRA,wholeplot,1,2.5
9,aspen,PRUVIR,microplot,6,14.5
9,aspen,PRUVIR,midplot,1,2.5
9,aspen,PRUVIR,wholeplot,1,2.5
4,aspen,PSEMEN,midplot,1,2.5
4,aspen,PSEMEN,wholeplot,1,2.5
5,aspen,PSEMEN,wholeplot,1,2.5
14,aspen,PSEMEN,wholeplot,1,2.5
32,aspen,PSEMEN,wholeplot,1,2.5
45,aspen,PSEMEN,wholeplot,1,2.5
50,aspen,PSEMEN,wholeplot,1,2.5
7,aspen,PSESPI,microplot,1,2.5
7,aspen,PSESPI,microplot,2,14.5
7,aspen,PSESPI,microplot,3,14.5
7,aspen,PSESPI,microplot,7,2.5
7,aspen,PSESPI,microplot,9,2.5
7,aspen,PSESPI,subplot,1,2.5
7,aspen,PSESPI,subplot,2,2.5
7,aspen,PSESPI,midplot,1,2.5
7,aspen,PSESPI,wholeplot,1,2.5
9,aspen,PSESPI,microplot,9,2.5
9,aspen,PSESPI,midplot,1,2.5
9,aspen,PSESPI,wholeplot,1,2.5
14,aspen,PSESPI,wholeplot,1,2.5
18,aspen,PSESPI,microplot,4,2.5
18,aspen,PSESPI,microplot,6,14.5
18,aspen,PSESPI,subplot,2,2.5
18,aspen,PSESPI,midplot,1,2.5
18,aspen,PSESPI,wholeplot,1,2.5
24,aspen,PSESPI,microplot,2,2.5
24,aspen,PSESPI,microplot,7,2.5
24,aspen,PSESPI,midplot,1,2.5
24,aspen,PSESPI,wholeplot,1,2.5
49,aspen,PSESPI,subplot,2,2.5
49,aspen,PSESPI,midplot,1,2.5
49,aspen,PSESPI,wholeplot,1,2.5
50,aspen,PSESPI,microplot,4,37.5
50,aspen,PSESPI,wholeplot,1,2.5
60,aspen,PSESPI,midplot,1,2.5
80,aspen,PSESPI,wholeplot,1,2.5
81,aspen,PSESPI,microplot,1,2.5
81,aspen,PSESPI,subplot,2,2.5
81,aspen,PSESPI,midplot,1,2.5
81,aspen,PSESPI,wholeplot,1,2.5
82,aspen,PSESPI,microplot,1,2.5
82,aspen,PSESPI,microplot,2,14.5
82,aspen,PSESPI,microplot,7,2.5
82,aspen,PSESPI,microplot,8,2.5
82,aspen,PSESPI,microplot,9,2.5
82,aspen,PSESPI,microplot,10,2.5
82,aspen,PSESPI,subplot,1,2.5
82,aspen,PSESPI,subplot,2,2.5
82,aspen,PSESPI,midplot,1,2.5
82,aspen,PSESPI,wholeplot,1,2.5
6,aspen,RHIMIN,subplot,2,2.5
6,aspen,RHIMIN,wholeplot,1,2.5
7,aspen,RHIMIN,microplot,6,2.5
7,aspen,RHIMIN,microplot,7,2.5
7,aspen,RHIMIN,microplot,9,2.5
7,aspen,RHIMIN,midplot,1,2.5
7,aspen,RHIMIN,wholeplot,1,2.5
9,aspen,RHIMIN,microplot,9,2.5
9,aspen,RHIMIN,wholeplot,1,2.5
62,aspen,RHIMIN,wholeplot,1,2.5
81,aspen,RHIMIN,wholeplot,1,2.5
82,aspen,RHIMIN,wholeplot,1,2.5
24,aspen,RIBCER,midplot,1,2.5
24,aspen,RIBCER,wholeplot,1,2.5
47,aspen,RIBCER,wholeplot,1,2.5
32,aspen,RIBLAC,subplot,2,14.5
32,aspen,RIBLAC,wholeplot,1,2.5
51,aspen,RIBLAC,microplot,3,14.5
51,aspen,RIBLAC,midplot,1,2.5
51,aspen,RIBLAC,wholeplot,1,2.5
4,aspen,ROSACI,midplot,1,2.5
4,aspen,ROSACI,wholeplot,1,2.5
4,aspen,ROSACI,,,2.5
9,aspen,ROSACI,microplot,2,14.5
9,aspen,ROSACI,wholeplot,1,2.5
18,aspen,ROSACI,wholeplot,1,2.5
47,aspen,ROSACI,subplot,1,14.5
47,aspen,ROSACI,wholeplot,1,2.5
81,aspen,ROSACI,microplot,1,14.5
81,aspen,ROSACI,microplot,8,2.5
81,aspen,ROSACI,midplot,1,2.5
81,aspen,ROSACI,wholeplot,1,2.5
1,aspen,ROSNUT,microplot,1,14.5
1,aspen,ROSNUT,microplot,3,2.5
1,aspen,ROSNUT,microplot,4,37.5
1,aspen,ROSNUT,microplot,5,2.5
1,aspen,ROSNUT,microplot,7,37.5
1,aspen,ROSNUT,microplot,8,14.5
1,aspen,ROSNUT,microplot,10,14.5
1,aspen,ROSNUT,subplot,1,14.5
1,aspen,ROSNUT,subplot,2,2.5
1,aspen,ROSNUT,midplot,1,2.5
1,aspen,ROSNUT,wholeplot,1,2.5
2,aspen,ROSNUT,microplot,3,2.5
2,aspen,ROSNUT,microplot,5,37.5
2,aspen,ROSNUT,microplot,6,37.5
2,aspen,ROSNUT,microplot,8,2.5
2,aspen,ROSNUT,microplot,9,2.5
2,aspen,ROSNUT,microplot,10,14.5
2,aspen,ROSNUT,subplot,1,2.5
2,aspen,ROSNUT,midplot,1,2.5
2,aspen,ROSNUT,wholeplot,1,2.5
4,aspen,ROSNUT,microplot,1,2.5
4,aspen,ROSNUT,microplot,4,14.5
4,aspen,ROSNUT,microplot,7,2.5
4,aspen,ROSNUT,microplot,8,14.5
4,aspen,ROSNUT,microplot,9,37.5
4,aspen,ROSNUT,subplot,2,2.5
4,aspen,ROSNUT,midplot,1,2.5
4,aspen,ROSNUT,wholeplot,1,2.5
5,aspen,ROSNUT,microplot,2,14.5
5,aspen,ROSNUT,microplot,3,2.5
5,aspen,ROSNUT,microplot,4,62.5
5,aspen,ROSNUT,microplot,5,2.5
5,aspen,ROSNUT,microplot,6,14.5
5,aspen,ROSNUT,microplot,8,2.5
5,aspen,ROSNUT,microplot,9,2.5
5,aspen,ROSNUT,microplot,10,2.5
5,aspen,ROSNUT,subplot,1,2.5
5,aspen,ROSNUT,subplot,2,14.5
5,aspen,ROSNUT,midplot,1,2.5
5,aspen,ROSNUT,wholeplot,1,2.5
6,aspen,ROSNUT,microplot,1,14.5
6,aspen,ROSNUT,microplot,5,14.5
6,aspen,ROSNUT,microplot,6,14.5
6,aspen,ROSNUT,microplot,7,14.5
6,aspen,ROSNUT,microplot,8,37.5
6,aspen,ROSNUT,microplot,10,2.5
6,aspen,ROSNUT,subplot,1,14.5
6,aspen,ROSNUT,subplot,2,2.5
6,aspen,ROSNUT,midplot,1,2.5
6,aspen,ROSNUT,wholeplot,1,2.5
7,aspen,ROSNUT,microplot,2,37.5
7,aspen,ROSNUT,microplot,5,2.5
7,aspen,ROSNUT,microplot,7,2.5
7,aspen,ROSNUT,subplot,1,2.5
7,aspen,ROSNUT,subplot,2,2.5
7,aspen,ROSNUT,midplot,1,2.5
7,aspen,ROSNUT,wholeplot,1,2.5
9,aspen,ROSNUT,microplot,3,37.5
9,aspen,ROSNUT,microplot,6,2.5
9,aspen,ROSNUT,microplot,7,14.5
9,aspen,ROSNUT,microplot,9,14.5
9,aspen,ROSNUT,microplot,10,14.5
9,aspen,ROSNUT,subplot,2,2.5
9,aspen,ROSNUT,midplot,1,2.5
9,aspen,ROSNUT,wholeplot,1,2.5
10,aspen,ROSNUT,microplot,1,2.5
10,aspen,ROSNUT,microplot,2,14.5
10,aspen,ROSNUT,microplot,4,2.5
10,aspen,ROSNUT,microplot,5,2.5
10,aspen,ROSNUT,microplot,7,2.5
10,aspen,ROSNUT,microplot,8,14.5
10,aspen,ROSNUT,microplot,9,2.5
10,aspen,ROSNUT,microplot,10,2.5
10,aspen,ROSNUT,subplot,1,2.5
10,aspen,ROSNUT,subplot,2,2.5
10,aspen,ROSNUT,midplot,1,2.5
10,aspen,ROSNUT,wholeplot,1,2.5
11,aspen,ROSNUT,microplot,1,37.5
11,aspen,ROSNUT,microplot,2,37.5
11,aspen,ROSNUT,microplot,4,37.5
11,aspen,ROSNUT,microplot,5,37.5
11,aspen,ROSNUT,microplot,6,14.5
11,aspen,ROSNUT,microplot,7,14.5
11,aspen,ROSNUT,microplot,8,14.5
11,aspen,ROSNUT,microplot,9,14.5
11,aspen,ROSNUT,subplot,1,37.5
11,aspen,ROSNUT,subplot,2,37.5
11,aspen,ROSNUT,wholeplot,1,2.5
14,aspen,ROSNUT,microplot,1,2.5
14,aspen,ROSNUT,microplot,2,2.5
14,aspen,ROSNUT,microplot,9,2.5
